"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
"11",1,1,1,1,1,1,1,1,1,1,1,0.9,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"12",0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,0.85,0.75,0.65,0.85,0.75,0.75,0.85,0.85,0.75,0.85,0.85,0.75,0.75,0.85,0.85,0.75,0.85,0.85,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"13",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"14",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"15",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.65,0.8,0.9,1,0.8,0.9,0.9,0.8,0.8,0.9,0.8,0.8,0.9,0.9,0.8,0.8,0.9,0.8,0.8,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.65,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.65,0.75,0.75,0.75,0.75,0.75
"16",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"17",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"18",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"19",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"20",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"21",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"22",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"23",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"24",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"25",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"26",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"27",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"28",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"29",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"30",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"31",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"32",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"33",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"34",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"35",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"36",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"37",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"38",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,1,0.9,0.8,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,1,1,0.9,1,1,0.9,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.75,0.75
"39",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"40",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"41",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"42",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"43",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"44",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.85,0.85,0.85,0.85,0.85
"45",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"46",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"47",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"48",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"49",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"50",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.75,0.65,0.85,0.75,0.75,0.85,0.85,0.75,0.85,0.85,0.75,0.75,0.85,0.85,0.75,0.85,0.85,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,0.9,0.9,0.9,0.9,0.9
"51",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"52",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"53",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"54",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"55",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"56",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"57",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"58",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.75,0.65,0.85,0.75,0.75,0.85,0.85,0.75,0.85,0.85,0.75,0.75,0.85,0.85,0.75,0.85,0.85,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,0.9,0.9,0.9,0.9,0.9
"59",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
"60",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.75,0.75,0.85,0.75,0.75,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,0.9,1,1,1,1,1,1,1,0.9,1,1,1,1,1
